gain_constant_case: kd_6
mean: 28.102045307390604
median: 28.273502349853516
standard_deviation: 1.2606412704163175
minimum: 25.28744888305664
maximum: 32.34748458862305
range: 7.060035705566406
midrange: 28.817466735839844
mode: 27.6635799407959
q1: 27.491105764707783
q3: 28.731822967529297
interquartile_range: 1.2407172028215143
size: 928
