gain_constant_case: kd_4
mean: 26.796411895373375
median: 27.120080947875977
standard_deviation: 1.701298262646983
minimum: 23.791746139526367
maximum: 32.320159912109375
range: 8.528413772583008
midrange: 28.05595302581787
mode: 27.71697425842285
q1: 25.488569736480713
q3: 27.74424152453728
interquartile_range: 2.255671788056567
size: 756
