gain_constant_case: kd_5
mean: 27.63162651841873
median: 27.685514450073242
standard_deviation: 1.7415017659194725
minimum: 24.761112213134766
maximum: 31.935571670532227
range: 7.174459457397461
midrange: 28.348341941833496
mode: 27.685514450073242
q1: 26.417341232299805
q3: 28.612355205265505
interquartile_range: 2.1950139729657003
size: 909
